,score_1y,score_6m,score_3m,score_1m,score_2w,score_1w,alpha_1y,alpha_6m,alpha_3m,alpha_1m,alpha_2w,alpha_1w,final_moment_score,final_alpha_score,final_score,weighted_return,maxSR_portfolio_weights
360ONE,1.554777773055579,1.7119972179093106,2.5234301248103073,1.9616556041572468,1.9869520202207127,1.0834615075244627,1.2876981929525542,1.27234942709237,2.0450172594340015,1.7688559308851803,1.4845745603172391,3.398111301339176,2.19261118723419,1.8076352944010288,2.0001232408176093,0.5074077917930542,8.41
5PAISA,1.894257851971417,1.2564268687431825,2.48501613990081,2.3738168150942767,3.4326599344489153,1.0880850376529474,1.8955300743929375,1.2037997123253363,2.142741798558836,1.847769686826513,2.2323855336863563,0.7356281376342031,2.2059384882273245,1.866461747792439,2.036200118009882,0.7288670251648899,0.87
AGSTRA,0.908622024661133,1.444538800695235,1.9165926098936814,0.7775455727162996,1.2745494214653874,1.082551773058995,0.9876897635072183,1.554728051135843,2.2632762866281952,0.9831996792052147,2.76184088784938,2.0353954279637603,1.4804677369007777,1.7375436573028307,1.609005697101804,0.4909176368062117,0.0
ANANDRATHI,6.810865382843205,5.885549220558651,2.58311512122162,0.5154681427842374,1.3116390165107865,1.075043740351768,5.767092216500001,4.8947894533753225,2.3127396187815403,0.5801564373882182,0.6759899302803274,0.4396416369630914,2.6233078475578115,2.3093746312823002,2.466341239420056,1.3665009071464276,30.79
ANGELONE,3.3145697468987563,2.4878773596396977,4.300239745899437,2.4736431267178287,2.4199691487636876,1.1006198948901993,3.6456197053222645,2.6377791782524227,4.284339786286268,2.1359556455533806,1.5595577984539761,1.2096462685656917,3.3897882828930066,3.3105124224596327,3.3501503526763194,1.1049535295643331,5.3
GEOJITFSL,1.5717716218826814,1.8094415592881536,2.284799613521466,1.7284621736667127,1.0465603590134107,1.0760544066665216,1.5175584521955012,1.730219864853982,2.395551168946149,2.0528773932708733,1.7296631806989522,1.0037374924119493,2.022826770718378,2.1596827754251327,2.0912547730717552,0.5915691139872583,0.0
HDFCAMC,1.298557038573899,1.87954126075616,2.211234562874477,2.520036304340627,3.1989246448083173,1.0811904447572995,0.9687735617658424,1.0767869044219385,1.2256154797866243,1.135777858822789,0.7989512159338267,1.283592488519549,2.2375364248906586,1.1688984784245364,1.7032174516575975,0.43434514086743103,0.0
HUDCO,2.464561964667846,2.599838912813666,1.8019567768324898,3.041734156946849,2.2776249122441374,1.0858714767318518,2.869073451078308,2.9814423756713513,1.7859704096239395,4.306598039717418,5.043251697075762,6.605960148624298,2.3334664180630327,2.7812530918614655,2.557359754962249,0.9995032060767103,2.72
IEX,0.6542542300867954,1.324635930095106,2.0361916601907777,1.9343675892804963,2.286160051513039,1.0832193906279326,0.6382655191536618,0.8671669046248677,1.4381792572966288,1.7238315073859474,2.6217765030826703,0.6465704881410077,1.863333292898559,1.4096724617890721,1.6365028773438155,0.2207931666067111,0.0
IIFLSEC,2.12034782683057,3.1471455888746953,2.579900292795709,2.2106439258619663,1.5520561695967983,1.075843184272909,2.69512676771877,3.5551490900313607,3.1942750984003343,2.5340869583910957,1.6212304389269807,0.42018025747161925,2.5825724419313834,3.0683934547237683,2.8254829483275756,0.9299524578487265,3.04
