,score_1y,score_6m,score_3m,score_1m,score_2w,score_1w,alpha_1y,alpha_6m,alpha_3m,alpha_1m,alpha_2w,alpha_1w,final_moment_score,final_alpha_score,final_score,weighted_return,maxSR_portfolio_weights
ICRA,1.1300608289559726,2.2351437880146174,2.6597907231238693,3.3101511446431617,1.4539510495252368,1.2913634174060558,1.0928751128582694,1.6364344107483229,1.6711835403051123,2.2166914567972356,0.5227595313328954,0.4381741475001989,2.7699694625578064,1.8278860893413913,2.2989277759495987,0.316666485317755,0.0
IIFLSEC,4.417582699205331,4.061054508554757,3.51914977504797,2.1739019981631937,2.26602696900392,2.2645395166507916,5.556349147977566,5.284078740664542,4.371319733375243,3.2002633446735467,1.4036277002249506,1.67698545258225,3.2239563886838947,4.202554618222594,3.7132555034532446,1.6698082573743587,5.59
INDOSTAR,1.3894836149860808,1.3565623876973179,1.3859105983184905,2.308874005892699,1.758611306994447,1.031072957959447,1.524133946959025,1.4941960719239384,1.5319836922473473,3.226966930196717,2.8689403087214926,1.722520832632546,1.6569299784665183,2.032921139567476,1.8449255590169973,0.699568763794159,0.0
ISEC,1.3971255348473386,1.672306103614742,1.7573209547073765,3.028782139519636,1.7094054317703113,1.1037697928001364,0.9987503762414306,1.1440229912859055,1.238847401243164,1.7715074760539362,1.7071524129420395,1.5552044956020703,2.1217563399325274,1.379680541694944,1.7507184408137357,0.4088712079073164,0.0
JMFINANCIL,1.4625100183444124,3.0377538504589316,3.30476158322334,2.8669254223158998,2.7268116436499086,2.7995411456368005,1.4959802085439522,3.1185553129829517,3.650073645169705,3.4476991721126065,2.6128500132254597,0.5041351889083454,3.1200091883982264,3.4830576368152246,3.3015334126067257,0.7289444517779782,0.0
JSWHL,1.6716729591559676,1.359642746184022,2.081687316316361,2.728185908896371,2.272881159519361,1.1420383450447633,1.7177676806198503,1.1839683766472342,1.723951645766808,3.465034895516086,3.4084533259782415,0.5259460908074309,2.1312279800638962,2.1382799668676764,2.134753973465786,0.6864252767639779,0.16
MCX,3.9836556392937323,2.507481617955574,3.5276077193726376,2.228144720142506,1.1450400459947307,1.4018214108329854,3.412092892454852,2.1662444828844682,2.7841904512225844,1.5155297144142788,0.9561074852661058,0.970209094319076,2.9337435993201852,2.2800030365124693,2.6068733179163273,1.1911068804802196,9.57
MONARCH,2.6102196479468893,1.5270179665928265,2.8507314518701525,0.6612047148062631,0.536016933633159,0.45009175110503374,2.4307902599006344,1.4430656482091513,3.091360000939869,0.7207731235541887,0.9161398417255401,0.5856703291828327,1.9291307336955203,2.0505250671780213,1.989827900436771,0.9892834700967201,0.22
MOTILALOFS,3.684332686742169,2.0394836962416885,2.1978250021471726,0.6647264417959368,0.5814094182970488,0.7875448476638265,3.7886547140661677,2.1021589894726187,2.0700995785831835,0.5195106599642486,0.5701211060401624,0.41852129365331303,1.706227172860705,1.61133478517539,1.6587809790180477,1.3190917015404284,5.31
NAGREEKCAP,1.4519441998986438,2.29927936608091,1.2285860961867971,3.159196182660106,4.293140059360976,3.9322292956628173,,2.5144342149140115,1.157190498112424,2.7452718228062665,2.124467381831513,0.9339937491320558,2.0219077761076125,1.9050636388808941,1.9634857074942533,0.7693084401019905,6.96
NSIL,1.7630726664711758,1.8110501460584385,1.3946919872206522,2.2520753570016785,2.402616701326857,1.6869505200504342,1.7439250236715238,1.7121132721764583,1.133732221819697,1.9995807285458196,1.664723950315619,0.7108171954739235,1.7351786299225174,1.5091629839088863,1.622170806915702,0.7535371418662401,0.0
OSWALGREEN,1.8047032133481506,1.8745692445106057,2.1276316322176774,1.717280347042656,0.8671534027552268,1.2690381525361007,2.523950365909558,2.7020957938410253,3.2518864764660607,2.6650532720431834,0.95831671216803,0.6681653089999777,1.9539137691237565,2.9658783786141907,2.4598960738689737,1.0969138712456779,1.3
PAYTM,0.46266958281576215,2.430098107184503,3.479293806127901,2.5881391898810913,1.9106261357856498,1.6981054107076807,0.514035124338745,2.827528364655461,4.081175413579987,2.934322465524428,1.4929273355393946,1.407329694472363,3.002108281465179,3.486390119378414,3.2442492004217964,0.023234760002795802,0.0
PRUDENT,2.494918598271046,3.2672928935340564,1.9728260121704877,1.9192669794623853,2.286127212155094,1.568099487478182,2.6845659097445296,3.3182714337456356,2.0526009495791646,2.175558433085941,2.9981324303181696,2.535291447715917,2.215651678630771,2.3426222914644916,2.2791369850476313,0.9679785738703218,7.25
SHRIRAMFIN,2.1531631772924693,1.929221821181084,2.253370738369524,2.4537884965972827,1.037783663663778,1.4837759862831819,1.4197052180700551,1.4252497519231357,1.825839649250439,2.254290315194886,1.3566092324098236,2.2526210770578965,2.2486662824001638,1.8742568695683122,2.061461575984238,0.6828608533788935,0.0
SUMMITSEC,2.973987307287244,3.3120690144766702,2.752667446827438,2.2333894116923987,2.4697738340116553,1.8233870947090283,3.2398464438768055,3.7744039980376574,2.8110260121729187,3.4662191470712123,2.695460329583285,1.824467303235315,2.708764349816773,3.200259549815354,2.9545119498160632,1.1765438264071746,0.0
THEINVEST,2.859738755862395,2.2794598423722796,1.328927692085737,2.6277061567641775,2.2335943737447153,1.3770977159575215,3.0183914854555853,2.0573056231929527,1.0844923845757264,1.7659661500135044,0.8700745700211656,0.37226495085912364,1.9086676615465779,1.4834971619305053,1.6960824117385416,1.0280543996900107,11.69
TIMESGTY,1.4740680837247737,1.9488504189248776,1.1604450488482263,1.7053314076285873,1.9074680331080294,2.5251647763435456,,2.2377624872478217,1.2001110039199614,2.3864912624935366,3.381557015291006,7.831261094901703,1.4815920304976649,1.763555378157606,1.6225737043276354,0.9220450936308211,7.52
UTIAMC,1.96171318334248,2.7251653123906525,2.1038700342156895,1.4380840639564305,0.31412304631705334,0.17965605281107394,1.502343998121878,2.0883147288118566,1.6774329076257772,0.7845674290488903,0.5478670351785394,0.7229347903078566,2.0283932987729045,1.491749628289927,1.7600714635314159,0.5553043151810397,0.0
VLSFINANCE,1.9700421758743116,2.3138493635221433,2.5147499968266827,1.487396866221569,1.4726822557101475,1.6338810615029877,2.0629094293826986,2.379052637557982,2.4645040386298858,0.5571626551373751,0.23580327657752992,0.18085064514400065,2.1663639309842404,1.875211343367752,2.0207876371759963,0.8803280679018896,0.0
