,score_1y,score_6m,score_3m,score_1m,score_2w,score_1w,alpha_1y,alpha_6m,alpha_3m,alpha_1m,alpha_2w,alpha_1w,final_moment_score,final_alpha_score,final_score,weighted_return,maxSR_portfolio_weights
ANANDRATHI,6.51587755825896,4.496163851106302,3.3765340180250245,1.0594485321150207,0.776376237198391,1.035554705416688,5.136740455802848,3.7829267726286595,2.4039359812048833,0.7304948955073169,0.6229491377947108,1.1159030841822917,2.905334338868279,2.1777018137803688,2.5415180763243237,1.5801295449935902,29.76
BANKINDIA,1.2423724304225159,1.2260465375720608,1.8668866662593715,1.6780444986442804,1.2129198737847884,1.0768409054116272,0.9197159531579727,0.9584661736817015,1.7496652062919755,1.716227232494521,1.104752530424001,1.9074334565866922,1.682065990237382,1.5813940076306843,1.6317299989340333,0.6987666784692375,0.0
CANBK,2.162497208374804,3.127183735087233,2.782372886404757,1.5957878085849186,2.140492032093018,1.0806131593281805,1.3447361708763692,2.0793766126291118,2.102154469930365,1.462201277813703,1.2275898627394455,1.138495142493736,2.495359532795301,1.9056129408351157,2.200486236815208,0.8062981299482213,0.0
CARERATING,1.3627215129214902,1.7413311102755191,2.1711623313443593,1.4188155187461255,1.7481331799264677,1.0778083756053374,1.1520474458462904,1.5576597146171263,1.689301561729127,0.7419286545674076,1.2289086977794732,0.9356962343998242,1.859492043351121,1.3787613201582112,1.6191266817546661,0.6524441374038964,2.93
CHOICEIN,2.5147132219643655,2.3100236026124845,2.3642688449079037,1.6418298703770842,2.6167340069729685,1.1392201964403885,1.3481459936960882,1.3554593749040218,1.5547287681297162,1.5269086412892492,1.4996702241623228,1.4517398712913132,2.136688104089574,1.5065288514324373,1.8216084777610058,0.7091395342576025,19.08
DOLATALGO,0.6772939151703911,1.3878630871873026,1.2055940428701932,1.563017186781647,1.5623413347023989,1.0921638485617642,0.8346204974362437,1.7649560877835921,1.4138967210220408,2.774053456219872,1.6419042927455898,1.6380998322257718,1.3492747949070512,1.8921556149337004,1.620715204920376,0.642421807873968,0.0
HDFCAMC,2.3629476224914785,2.8990349708678274,2.2949794808947104,1.3618893518408473,0.5727566079494069,1.0492449429746193,1.5311974733542353,1.665237246063901,1.4587065378844661,0.7425841686041498,0.6359790670702672,0.456029668137674,2.135863540173175,1.2851759687362583,1.7105197544547166,0.8397533024872094,14.3
HUDCO,3.615296450016842,2.9230827448724845,2.457721425725989,1.5559273508190246,1.0823147490724727,1.1201678857680475,4.561279833977665,3.7981500949903184,3.5583931376626006,2.3422950165235283,1.5202499362518769,1.2609440379556247,2.2802554670831987,3.2415150927864222,2.7608852799348105,1.6942317347941667,0.82
ICICIGI,1.391643784147876,2.3320077746818773,3.043517128424101,2.3911112528544254,1.328983594092507,1.0799303630104855,0.8552665906212954,1.4429087628519262,1.6286743124147054,0.9653934207738153,0.7814148206300283,1.1273527844292115,2.7054934950047533,1.3925369350098826,2.049015215007318,0.486110392143791,1.98
ICICIPRULI,0.8014058622866799,0.8582138064466862,2.012681657958955,3.185821501613737,1.9019231918140873,1.1612366589757075,0.6724012600100673,0.7567744090268377,1.385543689588762,2.1034825264947923,1.3115117667211758,0.49989139305977415,2.133730040752936,1.4751714845481863,1.804450762650561,0.38262465820284486,0.0
IFCI,2.8728754140893917,1.7897417175370063,1.987150897587446,0.7478070596682176,1.1326933372639412,1.0711879747966533,4.19791492534325,2.3173560415204237,2.8102332434363015,1.1168657948694787,1.7402317180115188,1.5464951274368373,1.5758659102015895,2.203647568483079,1.8897567393423342,1.6455549170873607,1.17
INFIBEAM,1.552369592698307,2.6790773173093614,2.7596706169772913,1.335265384375076,0.5541482545991062,1.0570712446871307,1.7777275094864105,3.362557672273744,3.7694459248080117,1.5724158872202576,0.6413747068440854,0.9252378876489032,2.3162303872630408,3.028959263024832,2.6725948251439364,1.0828628703825873,0.0
IOB,1.8850186388865073,1.1317899607128667,2.282960607933726,1.3738157876823607,1.1277246658560958,1.0858440276788188,2.193848137018639,1.0849503715109794,3.032674215376354,2.1272411007192757,2.0515802449283065,2.849465782020017,1.7799830324141446,2.3714995122061557,2.0757412723101503,1.1903049587665029,0.0
IRFC,4.253930932009197,2.3787882374844163,2.052151832671884,1.248351898103683,1.308580899151278,1.0726634324800208,5.581382536378672,2.874267747385808,2.8588207802059338,1.643684290451732,0.6302346949116563,0.3728897325037657,1.87633913326393,2.497369226715648,2.186854179989789,1.8608639369335445,5.63
