,score_1y,score_6m,score_3m,score_1m,score_2w,score_1w,alpha_1y,alpha_6m,alpha_3m,alpha_1m,alpha_2w,alpha_1w,final_moment_score,final_alpha_score,final_score,weighted_return,maxSR_portfolio_weights
HEXATRADEX,2.6250441102123556,4.557789256925943,4.319566693002976,3.7297227897154763,3.673180667232488,13.566065129054753,2.3446599012719336,4.820636584937407,5.878091957364168,4.290083423892252,1.8827910976656803,1.6389982374244116,4.190258034801319,5.19019832283724,4.69022817881928,0.9311843439995863,14.44
HOMEFIRST,0.7787611759273437,1.571443472763057,1.7593252236295074,2.0963353530093976,2.8535345206528806,0.9295471471357941,0.8687348347615693,1.6161245906074657,1.9429235948158898,1.5767701991069347,2.2624255086829326,2.2803503296970717,1.8228519122701843,1.7677177752615185,1.7952848437658515,0.36230014730929344,0.09
ICICIGI,2.0620899795163052,2.5385205244593942,3.460879024843717,2.348628240014803,2.198362825888577,0.9283279961687347,1.2312283077028128,1.633605149901856,1.7483071322061585,1.158520228693456,1.1556572032622785,0.8601163408860262,2.942732089318178,1.5484306646914874,2.2455813770048327,0.5023175486931056,8.89
ICICIPRULI,0.9710282251132892,2.689089486627279,2.712695664619307,1.2674050023436614,1.2100615922381532,0.9294478546055289,0.8268355317192385,2.00692852558956,1.8077409910678695,0.7799839985192888,0.7102564942404195,0.683594806542142,2.2743872303382076,1.5392514002076334,1.9068193152729205,0.3366441756153955,0.0
IIFLSEC,3.1146270559053577,2.3705580222919678,1.774930702961248,2.675292788352717,1.7899117720148088,0.9280310667907432,3.8068490647049917,3.0953926583298697,2.221509909748968,3.622787638556072,1.21952292494024,0.5206808228284223,2.164164792444833,2.8166697781072796,2.490417285276056,1.4481398505260614,3.44
MCX,3.381375735171199,1.7964894308762298,3.2174781601456304,3.1282847401888088,2.1236351870853167,0.9297526516850996,2.9606926525562685,1.6298806684254448,2.3551971101559896,2.6394721134000285,0.9169382421767667,1.973034820930931,2.9065223883047038,2.295416322783092,2.600969355543898,1.157811532804783,7.69
MONARCH,2.2313720085351356,1.3683997542517865,2.8863902065405904,1.5465893227489378,0.7835664438044787,0.927385785135329,2.0168948330722247,1.3096446873053291,2.876463641773687,1.802953291176029,0.3228877028421088,0.8695304540763089,2.180851850945334,2.241046745700718,2.210949298323026,0.9271604077200418,0.0
MOTILALOFS,3.3537208322051155,2.619523448570006,1.4773633072059855,1.4123152207425465,1.3628953027108168,0.9239036902686489,3.415513815582493,2.948534924390568,1.354044973145988,2.186602113384004,4.37798473391376,0.7661035920156599,1.6862809095397582,1.922710105466309,1.8044955075030336,1.30707410348591,1.57
OSWALGREEN,1.0248849874866635,1.3495955023180377,1.486779112579144,1.767374191327424,0.9995651013947198,0.9274858067544623,1.3494285460604998,1.755430375295787,2.994341701037663,0.9731823550612345,0.5869483270116427,1.0201744037988858,1.5435209141514066,2.140211632096359,1.8418662731238828,0.7911832067426988,0.0
PNBHOUSING,0.9106833438124631,1.5878073481833224,2.1329131599516384,2.4351116208400887,1.759901271877565,0.9313882584626224,0.8571009011278443,1.6475883245706795,1.9006221647966361,2.5172278840593147,1.9150002255351437,3.023158373935041,2.1145515358645106,2.0349971125302484,2.0747743241973797,0.5065781665807932,0.0
POLICYBZR,2.510201962831954,2.5846513853547677,1.8436537083229545,2.105749639123105,1.067963328675968,0.9269623134155199,2.2949544097491685,2.6038186033637647,1.824215546033036,2.4429103113836463,3.466437337329239,2.5762780771744698,2.070482022969362,2.165744587104365,2.1181133050368635,0.9327105433809638,8.26
PRIMESECU,2.139825673861684,2.9180560713851946,3.4512642820904755,2.6518396251059886,3.0085642794257548,0.9321455053328802,1.7091183186886594,2.824231051375215,3.205995229759143,2.3128479160307744,1.372177209402215,2.0149652270665652,3.1047952428540735,2.861698199963847,2.9832467214089604,0.8185374534940028,0.0
PRUDENT,2.057662450810116,3.2498767052953834,2.0042686902064055,1.3654792160185605,0.9355302673970247,0.9278556570730919,2.1798441404552333,3.549585097792417,2.650845029537541,0.7903361773628416,0.6190909034352093,0.7076507010574757,2.0617534509678475,2.2724403875361068,2.167096919251977,0.8910291365715625,5.77
RANEHOLDIN,1.680676838205946,2.9257712998748766,2.6470160224294075,2.4081003652479973,1.2489089397116133,0.9281150590893309,1.6711343813939905,3.3593517104913997,3.472565354712169,2.496227527056683,1.9081288290299614,3.714852074765936,2.6310923807640783,3.1570212775713693,2.8940568291677238,0.7762952214382045,0.0
SBILIFE,1.3791509657602523,1.8208470389097384,2.9886928118633356,1.6679516965004566,1.98072191962398,0.9293906824961374,0.8650637482818656,1.2809992096085285,1.7820178802326707,0.9051674521693633,1.531629518031688,0.6868813369598625,2.3589013226637525,1.41875901768885,1.8888301701763013,0.3695955364234707,0.0
SUMMITSEC,2.571824365596776,2.7721040663322265,3.0160567088551837,2.548912713736402,2.7610684399966696,0.928668341457985,2.7636957741087023,3.242843705566513,3.925867946582535,2.862078853224015,3.195508125827216,1.0893629182140683,2.827122981814958,3.4701263703717746,3.148624676093366,1.122397369638849,0.0
THEINVEST,2.4610042658690645,1.9105266888675314,2.0380942216402493,1.9257936245064868,0.8991876592334436,0.9272157791645305,2.569144787088097,1.841400739425728,2.07787734452943,1.2510698478593474,0.8569959193799449,1.4380525473776242,1.978890535945577,1.7825397745076648,1.8807151552266208,0.9946514611025201,8.46
VLSFINANCE,1.2811910661149821,1.7297721191557947,2.5495638415961044,3.637292939689645,1.5383078659016096,0.9297700943669546,1.2413256251587388,1.7202397456692249,2.5769273165691757,2.7986893419423273,0.5872803642352353,1.1302158128367217,2.7119242265361048,2.472118410001131,2.5920213182686176,0.688146193776093,0.0
WELINV,1.9657488292987344,1.953662653221007,1.9090424356495868,2.2705389227410224,1.5361814984297588,0.9281454461550297,2.52941411654745,2.3236349010468436,2.281396116968505,2.633844057254445,3.1898092694894062,0.8961206961972796,2.0264154252913014,2.395578255869955,2.210996840580628,0.9866421684582968,9.67
