,score_1y,score_6m,score_3m,score_1m,score_2w,score_1w,alpha_1y,alpha_6m,alpha_3m,alpha_1m,alpha_2w,alpha_1w,final_moment_score,final_alpha_score,final_score,weighted_return,maxSR_portfolio_weights
HUDCO,3.442923455295141,3.9107004724948076,2.0288062035166248,1.2526794651106867,1.5579149876455531,1.553270133870428,4.431850504591893,5.34828420142906,2.833185842325026,1.3056313971733025,0.6514114580886322,0.3221235509419139,2.17234703579048,2.8779391806003156,2.525143108195398,1.6525379473233301,2.85
INDOSTAR,1.2455134731013673,1.5929328916423566,1.9760542943037631,1.928220008129986,0.5987174136577753,0.41715699221036184,1.3727296098972084,1.6897411299180511,1.9929165044911459,1.8247559072461232,0.7213810764624216,0.4545233227490667,1.8850797279193487,1.8818332504030202,1.8834564891611845,0.7694711155448907,4.87
IOB,1.747407141277455,1.7450029333987518,2.15428253795938,0.9212974114880157,1.6932446998573163,1.7193843972876715,2.026539832062908,1.8099747011198393,3.1550486282389003,1.5472998872532169,2.6019886941395445,2.8207958172230416,1.702531079105845,2.403709220519383,2.0531201498126137,1.1255845281968837,0.0
KICL,2.101111873221921,1.822679860575017,1.457749928446003,1.4008194171385389,1.0683789770600454,1.0641235785249261,1.950788207937535,1.8785432494098186,1.851101359703629,2.9778264824405425,3.944897363844289,2.1440406367780867,1.5136567614795666,2.194607274465941,1.8541320179727538,1.0116751421774521,0.0
MAHABANK,1.8419996301974535,2.154804640720478,2.248508376553506,1.2013217052234746,2.016156615080914,2.103113465380071,1.6470911724315571,1.7861676972422889,2.533379824165621,1.5053430389826696,2.4979561619328594,1.8732632390544641,1.915611627987891,2.075526363226069,1.99556899560698,0.947452829208118,0.0
MAXIND,2.0892227319182295,2.459244125525831,1.9672932473551308,2.5025497788579525,3.544489753808832,5.052351740758728,2.534213957910593,2.868984136330182,1.8693116007225044,2.761434844399955,2.028476669962684,1.5055530211421129,2.2262603824401177,2.336883080947275,2.2815717316936963,1.1572449445287414,3.15
MCX,2.8650963038069275,2.353639444908344,1.9641562358596496,1.6028483863311647,1.1648017952038403,1.329141443577758,2.642685058615317,2.1679978281691525,2.022972961471858,1.8038846813691178,1.0328339849063957,1.652889480706857,1.933660522810843,1.986251450780495,1.959955986795669,1.1744524338083067,5.87
MOTILALOFS,3.9360102804118786,3.3904059894470837,2.4003079269573133,2.6607427816370133,1.7403249106332725,0.8342767834030327,4.0073840270510885,3.8063185153582273,2.7232997737518767,3.029216814246349,1.8307819194475154,0.42882242139855586,2.6764579958591774,3.0316786342214885,2.854068315040333,1.4796077623349897,1.92
MUTHOOTFIN,1.4524286733743657,1.5362606440750488,2.6535789176678186,2.058720306699234,1.9168849242613364,3.661296779412766,0.8664214862503288,0.9981644142610896,2.0186842195462806,0.8191301507460339,0.5672306775504976,0.6723493797069319,2.251657679658689,1.4547140378491683,1.8531858587539287,0.5552939982424444,0.0
NAM-INDIA,2.6409384581963042,1.8588235104542985,1.5629887097180322,2.8207195474040905,1.4605527972933983,1.118674774419944,1.99643342406099,1.5401629453648493,1.459763604136096,1.9795428520282363,1.3590493978159848,0.9114532604170851,1.999474921171103,1.6317772467494887,1.8156260839602958,0.9697982431462522,9.71
PAISALO,1.641395285401312,1.501299771761972,1.2658904987848238,0.9084357703684713,0.2998947650295422,0.4758433043662243,2.3135511306837713,2.2221167808926587,2.1361492842753877,2.3087522320650327,0.6372028122353635,1.8834551132101298,1.2057359348553478,2.2051236679357356,1.7054298013955416,1.2488176222141187,0.0
PNB,2.9652241462393327,3.6805172827117607,2.719017164923222,1.6914662870147543,2.4638216187657522,2.78023185101857,2.100254123323144,2.5250351378876497,2.399547223785085,1.4788320674801,1.3874946295701434,1.0646618156439522,2.6030519251083897,2.1484302597141025,2.3757410924112463,1.0518450360405114,4.09
POLICYBZR,1.745952446147897,2.6901943098896695,2.83042936414078,1.214109367394856,0.8702699667874783,1.3067654225499026,1.5129094426269942,2.4169405257586867,2.86331617287087,1.4866138206016006,0.7092581082944254,0.825092464332981,2.317486354266781,2.3610303377676525,2.3392583460172167,0.8291677953322123,1.32
REPCOHOME,2.113882909814688,0.813080081113009,1.8885180918779159,2.007174749066161,1.9866614639764482,0.955439005936082,2.3028521957574264,0.824958889211295,2.1841114987869528,1.3328587620752557,1.4973879294824886,0.45487348674611705,1.709027486881408,1.6569051558583119,1.68296632136986,1.1298353886582622,0.0
SBIN,1.1411549047236664,2.594718572086233,3.8194415775921176,1.6615929916261505,1.9538723120681742,1.6467629698784882,0.6568419842233183,1.3096039532679702,2.4699109761487854,1.7898574205431648,2.6039369626300295,2.929353888402667,2.9271424007011504,2.033833504890936,2.480487952796043,0.3875818655795029,0.0
SMCGLOBAL,1.69850278618944,2.3337353339605666,2.8335642440648003,2.2046584158078586,1.7169880158274373,1.5150432713322006,1.545194534010514,2.5270997091803524,3.393633676367987,3.7424411028892637,3.672227167138593,3.921962499317732,2.544926713566871,3.324969110886843,2.934947912226857,0.8289255538325646,0.2
SUNDARMFIN,2.3568363247967445,2.263327101934334,3.70821177629138,2.1929097623072895,0.8882728202564865,0.8322166088689819,1.495084453349865,1.6422535507658365,2.543845092613942,1.2667823745579199,0.6825078149562737,0.8431340092046535,2.9646442372247437,1.9804079688275142,2.472526103026129,0.7496927268565386,14.72
SURYODAY,1.2975153886524775,1.0379220925192514,2.0377687058209517,2.7274322581627355,1.667417616088477,1.3854556685095092,1.3769739937892393,1.0335127656384482,2.288675233183308,2.148578523132792,0.6687889781343859,0.8518605854226657,2.044698448863147,1.9956137266591811,2.020156087761164,0.8438425889752549,0.0
UCOBANK,0.920013352776679,1.3592812724890575,1.8373513838904172,0.8344556201061677,1.2281315567701063,1.4776614966256747,0.9664729374955701,1.365303344452319,2.576836345279788,1.2058619565079696,2.0941668864857443,2.3632083537587487,1.4408686324748705,1.9232374284827487,1.6820530304788095,0.7536809173663306,0.0
VIJIFIN,0.9909716916366774,3.367790332239486,4.4778896037540985,3.138886982303078,3.684926069564702,1.383997086338811,1.375532450353758,3.728498240343235,4.014500382075115,1.718453193623835,1.819005218017145,0.43473855554019436,3.8541689630158698,3.268485797193355,3.561327380104612,0.8475878405671974,4.49
