,score_1y,score_6m,score_3m,score_1m,score_2w,score_1w,alpha_1y,alpha_6m,alpha_3m,alpha_1m,alpha_2w,alpha_1w,final_moment_score,final_alpha_score,final_score
INDIANB,0.6616353008158999,0.6242953718651284,0.6732610944996018,0.8092381481344461,1.721130208128574,1.2925882384301715,0.6348795149738516,0.5979603966182405,0.6791499382849371,1.3234861277578909,2.3645695680754546,2.281263736855238,0.7042610660631604,0.8562128867934838,0.7802369764283221
STARHEALTH,0.5354260466112414,0.9223742319671696,0.9656367632384012,0.470723370772544,1.1293548519804109,1.2467104379492504,0.686712420214094,0.8673233070392755,0.7921223023884137,0.5530998803539545,1.3504195296797672,1.4758506539588891,0.8085102392443977,0.7354557767082484,0.771983007976323
DBSTOCKBRO,0.9172172594998671,0.7148598203027724,0.6988536150979588,1.1940839789603637,0.8908520029137721,1.4893875136851982,1.5186096711754795,0.8140187756072128,0.661814359085656,0.6369285440198394,0.49878726579034943,0.574389773884036,0.850623965297643,0.6847894978702225,0.7677067315839328
KHANDSE,0.6496994454832611,0.6432192218736051,0.9121126776911213,0.5492680655638945,0.692190357783238,1.0986711944316596,0.8054952820321625,0.6729637454389196,0.995696450610147,0.5034431116980742,0.45874326339269106,1.4545221827927963,0.7494806028894501,0.7834739079022798,0.766477255395865
IDBI,0.6731164093106117,0.62797276514194,0.8960717293590105,0.6245052820991389,0.7227792259353734,0.8672812042090227,0.5844161764452867,0.5703830426266757,0.8876745732708672,0.7058979914255805,1.0019269284543695,1.1010232514810514,0.7609820023376348,0.7696832925884429,0.7653326474630389
DHANI,0.6638696919338392,1.067406937419542,0.6482358112862806,0.576895515094657,2.0458115424723045,2.028885876411196,0.6467315485364606,1.125135486062461,0.6416251599577165,0.7173579416136255,1.9135017712133293,0.6650889387110244,0.7106679476554458,0.7610470596754382,0.735857503665442
IVC,0.8867890459222143,0.9207452731420585,0.6853905015380239,0.6404664513008911,1.5704604603029066,1.7308673101453218,1.078391102724083,1.0267609193066751,0.6480598247248053,0.611329480741472,0.9387893060262446,1.116144894300119,0.718984240787691,0.7127809404461792,0.715882590616935
GICHSGFIN,0.5520066241680096,0.7812852890460593,0.6494957876299743,0.8896896132243488,0.5290776088073832,1.1629104550879061,0.5222107801724011,0.7235227430075324,0.638559511255347,0.7243119631287767,0.5339218845200345,0.7847052041374856,0.7479118355915036,0.6812778931678131,0.7145948643796584
PFS,1.0595775055447723,0.8523758859889519,0.8384232735389997,0.36824056891887946,0.6170568051631604,1.305834387507193,1.1483573616847862,0.8559463821093259,0.8140081243234591,0.43383050882317936,0.6608890368152356,1.266873360756093,0.7001589846429541,0.7083424912305486,0.7042507379367513
TMB,0.3903778485071962,0.5236451353285824,0.6661314521062905,1.074834456810731,0.6759662423769828,1.144079474837629,0.5624486592534871,0.681426201019307,0.6692537311776865,0.5082737881832867,0.3032347146999024,0.33517395856927684,0.7602450901620811,0.6233942422476906,0.6918196662048859
STARTECK,0.9075638172495571,0.6347128646436437,0.5270392377587249,1.0713949085535215,1.5501737327700347,1.1090594989339142,,0.694255709704888,0.5495576310960686,0.8260756475273461,2.43259241737233,2.4196898042594186,0.7118806643741477,0.6614526517472157,0.6866666580606817
SBIN,1.0125569849786669,0.6910233895165014,0.5607809466429485,0.6952432937017268,1.2174824690196242,1.3755713354997265,0.6822839833970824,0.6186489928664995,0.6347902881266919,1.0094634876996416,1.1407227618930236,1.9096469931274265,0.6271681393352926,0.7439639889465384,0.6855660641409155
TATAINVEST,1.8420057663714213,0.5575326736620841,0.8530318629839932,0.4319715181113511,1.318135543428303,0.48067587023098096,2.3698581204444267,0.6245123307415954,0.8156965671011129,0.5465342287575069,1.1554855943258031,0.7542321724069263,0.6676139216578187,0.6967110183261277,0.6821624699919733
BANDHANBNK,0.40582845984743027,0.6639076195860608,0.6206176145888473,0.764671934344644,0.3078202062803625,0.47983089512507937,0.4265256032643567,0.6431410675819162,0.6141506734364263,0.8222026518022268,0.542322363655262,1.2971998230728907,0.6724919115150291,0.6823643457752644,0.6774281286451467
PNBGILTS,0.9840253268859482,0.7482157363498965,0.5952652543025022,0.7100163904498707,0.8023309065442479,2.0122288573979334,1.0636901622761283,0.7282752940648519,0.619630572154255,0.7715009098774573,0.6196725652786633,0.7484667070840688,0.6602806915561916,0.686920617853335,0.6736006547047633
CARERATING,0.6389292504477805,0.425862990041456,0.5052997689108589,1.3073319215173758,0.8009948760846094,0.6834080106026158,0.7197239716495457,0.5290602567061383,0.5716942172835071,0.7218724511910226,0.6297015006474754,0.47231244152751595,0.7300220589189333,0.6082208953402881,0.6691214771296108
CUB,0.8935792305791564,0.8520810376554534,0.5790227472678552,0.660802368100587,0.5328516456120288,0.5695282746017066,0.7301848944925368,0.7576314320041458,0.6255327915161644,0.7180526999739903,0.601965616924447,0.6430447886942511,0.6581682915951944,0.6797084921511085,0.6689383918731515
SUVIDHAA,0.6391634948675922,0.46551893650000253,0.7009100304196935,0.8422269478764436,1.0434790289637983,1.2648844205613017,0.7168100245458665,0.5106909594381739,0.6798869633455875,0.6143793654934651,1.0709163580794232,1.2102093971907766,0.6962268868727803,0.6263954832084679,0.6613111850406241
NAHARCAP,0.5439405130201199,0.7614622884627941,0.7482361065523441,0.3992715367016216,0.6878945951818416,0.3094004521886444,0.6049512624868167,0.7662233359659036,0.7244772817652181,0.5052012671797418,0.6217529661805826,0.7290827661456514,0.6461919719792173,0.6670436882297123,0.6566178301044647
SURYODAY,0.5681437305668864,0.7699018184461225,0.5528671960545968,0.581957136386479,0.7594816988949146,0.5682847826037551,0.5777392795660221,0.7404721984418176,0.6003555824500916,0.8439291698640102,1.5255800936907542,0.9424616944022731,0.6050011026324666,0.7014509818726123,0.6532260422525396
CREDITACC,0.4554400236909889,0.43786042994025187,0.46816070024912265,1.1234433428698911,0.5842748959891796,0.5322605437771345,0.554593550599024,0.501809016647934,0.5527284453231267,0.9006207610055847,0.5724071591755432,0.8860919850227603,0.658685438973579,0.6469122542928256,0.6527988466332023
LICI,1.229345218581907,0.6322501274420909,0.7235777293369359,0.43215994160755106,0.7303758396989803,0.7735395141333841,0.9556250891226965,0.6037381511596884,0.7173275083785395,0.6941629770149256,1.2751821154672918,1.541358510002001,0.6178868726391514,0.6876602775256851,0.6527735750824183
UNIONBANK,0.5936075889057598,0.4403048315079846,0.5297386634878373,0.936503406848648,0.900502724697835,0.5445489150363805,0.5256966717383531,0.4225971988630172,0.5853774897367632,0.9801347566343599,1.1217323120128775,0.7595616238446478,0.6338813201001099,0.671248611631293,0.6525649658657015
INDBANK,0.6371656934636796,0.5801547933280179,0.6118705046331621,0.7278536776091372,0.5891764180404934,0.8440699770555082,0.5913474714159999,0.5487712730343037,0.6233294833408212,0.8072260144936465,0.6345477875175218,0.6435452410190788,0.6403223142649257,0.6635868006253652,0.6519545574451455
INDUSINDBK,0.5012871506154869,0.48887603563169046,0.626548184196325,0.6893885619352468,0.42463499895878515,0.8815852185019519,0.5207425489494165,0.5356761285039362,0.6748906213631495,0.7643149442715966,0.5652722692957511,1.2371760806068388,0.6178658678050747,0.673875019663841,0.6458704437344578
MAHABANK,0.6617238355201023,0.5033352377618303,0.5921151680283064,0.754197419421054,1.2305494572837201,1.010462250399208,0.5883252140209754,0.5063863601394382,0.6188322488297842,0.7230516306829596,1.3597750957932564,0.6368108675835976,0.6229838573928355,0.6276088856476676,0.6252963715202515
RECLTD,1.55207227781226,0.855922538688388,0.6621705742392796,0.39147965931279627,1.4628047115093696,1.665842334548623,1.1898820688922087,0.7222986711158887,0.6691101706095494,0.4735150296169271,1.3367747538001833,1.371459546252672,0.6197136926511563,0.6210693284130306,0.6203915105320934
JPOLYINVST,0.8817229627507223,0.9774181118729315,0.5072717794123941,0.5065004327457526,0.5440053461966522,0.9195892435179805,1.0108695417841664,0.9643715237559054,0.5505716740636255,0.5298249098702915,0.7621676440210153,1.0629213912329294,0.6010696419045091,0.6271076147440813,0.6140886283242952
CENTRALBK,0.5768779801351517,0.5139309024169167,0.5701035224494622,0.7123882076038748,0.9269598895081276,0.7284616159433773,0.48201642530313504,0.4800568767870502,0.6200137725532614,0.734035147599435,1.318583483131814,1.190265388986596,0.6015544039892768,0.6262288059138712,0.613891604951574
VIJIFIN,1.9683169903014903,1.0315057430474295,0.4690610608481391,0.5940600560520871,3.49344007115049,2.844538743961718,2.266783303669515,1.1624011350864312,0.48104860261879845,0.41857874918698845,1.3719866410901351,0.6229746718203084,0.6190496958491816,0.598578153082782,0.6088139244659818
INFIBEAM,1.1006098388854382,0.39140069110905873,0.6970136995909767,0.6974449855401477,1.971456722626209,1.4685529619962803,1.1246344471714302,0.4328908815058404,0.6851342393134742,0.5072907167906198,1.628556150584339,1.1408836022384197,0.6360204836793445,0.5813325109950911,0.6086764973372178
MANAPPURAM,0.7974165096798794,0.6557568461917291,0.6128996686326718,0.47699834508139305,0.38584548483986336,0.7419371301461694,0.6565706463061477,0.6122174480857935,0.6355046065452298,0.6108654322900723,0.5248011355198053,1.0842035043638243,0.5807007070790996,0.6234554225767952,0.6020780648279473
IOB,0.610704492759583,0.49163413312479615,0.5376642237738184,0.6512790685421466,0.7936247137593477,0.5239018639787449,0.5243828854708701,0.4612801502214069,0.5762610770414949,0.7532505849904823,1.3114054310055785,1.1094448175681166,0.5625426590745124,0.6063617440621735,0.5844522015683429
CENTRUM,0.8197219209949458,0.5630235865874402,0.5609022897028186,0.7396204243929531,0.5158761243758433,0.9049391163033313,1.013489995839539,0.5787503644613886,0.5624282206477472,0.519308727523708,0.43517795794722913,0.5700430093580432,0.6149419894867834,0.5527568014732638,0.5838493954800236
CGCL,0.5414634221859665,0.48466050940193284,0.6545176823699708,0.4542407614108571,0.572250626255191,0.7421042556209296,0.65731986892159,0.5259031045546722,0.662908971807123,0.5662815412688755,0.5108306545348499,0.6551318568622833,0.5604631714886291,0.6065195691951586,0.5834913703418938
DCBBANK,0.50118684735179,0.5537735511332387,0.42060071371934976,0.806835305216053,1.1450467424121955,0.711199880365379,0.5134126160537323,0.5807856770074575,0.514654169612462,0.7234274292567617,0.673938654772092,0.6946114340817516,0.5631056586511385,0.5905124489847511,0.5768090538179448
PSB,0.5855210879992907,0.48748888432113424,0.5951872729739875,0.589576054518172,0.8439118366012964,0.6830396709940121,0.48859838425674673,0.45197088755827913,0.6050914419446132,0.6200135631105638,1.217905506033614,1.2173550348686433,0.5719642297066723,0.5789439674171315,0.5754540985619019
J&KBANK,0.5075210110396735,0.4191960302255457,0.5601638178194219,0.6144902614625005,1.152769048976301,0.5353792636776078,0.4694650805563867,0.40660742663625465,0.5876374325043004,0.7534122048405107,1.1335706231397136,0.6809395110077504,0.5482681933935702,0.6011638630315543,0.5747160282125623
CSLFINANCE,0.6543489201991373,0.5748363763233376,0.6191440264783938,0.5050144259551924,0.5451481786528758,0.7522123552253269,0.7465091956388683,0.624036751521721,0.58229530136352,0.5111479015389482,0.7917419283670456,1.4288824271182154,0.5760436162904222,0.5692993714477886,0.5726714938691054
IDFCFIRSTB,0.37477241313970516,0.5132249775196489,0.4250112668044774,0.7065736619490965,1.3398352622814425,1.4365941685328738,0.4513785605539757,0.5745908845355632,0.5578096576002476,0.7451420398044402,0.7243439983646814,1.1705197218099606,0.5271227274908974,0.6173656176485685,0.5722441725697329
PFC,1.7040316271999547,0.8910001664763982,0.5695847728537204,0.37637825074175907,1.169833117909198,1.6525728162335933,1.3255637875564896,0.7364982117222987,0.5963253468857194,0.40918278550656617,0.8691714478573525,1.329675082706683,0.5759058949446676,0.5682171514392893,0.5720615231919784
PAISALO,1.2100915915916715,0.5568304136054046,0.4363587800212763,0.8597188094828211,0.9301278639799173,1.2461000133302664,1.5635049997229333,0.5617988402578366,0.4690077238419516,0.6520687461192867,0.5752749394495817,1.248147914689127,0.5874611155765654,0.5424842538083291,0.5649726846924472
LICHSGFIN,0.9758341134593201,0.6679340978576309,0.43464586952192963,0.630816852680788,0.6959771516702333,0.5991244467836055,0.6907192284554604,0.5901192762666055,0.47649332155678303,0.7039536805721774,0.7062546682196768,0.9067741262687459,0.5401548101367274,0.5674566202033658,0.5538057151700466
NIACL,0.9566536420428695,0.5990378202114972,0.5939507331427266,0.41763525585887057,0.8751073185189685,0.6010137699910464,0.9753451450935557,0.5378876469385402,0.5760186780565113,0.539348177315076,0.8882131039634177,0.8941745873446261,0.5420735073713239,0.5573913216104864,0.5497324144909052
INVENTURE,0.5197280371936783,0.6367093967051601,0.5656153056083245,0.4462018706239221,0.6096497370042969,0.8159669996008152,0.6261496430687348,0.6784252191698427,0.4795154558814713,0.5903865400673418,0.8455412067944867,0.9780962952530021,0.5440100933323709,0.5525587337949067,0.5482844135636389
YESBANK,0.7186422755103969,0.4861208780334529,0.603248571720951,0.47707421036052505,0.3287619523822969,0.5678588133469128,0.7100043850438671,0.5183486228885653,0.609664380505318,0.4812803800011677,0.6034165593880052,1.0575735432326396,0.5419707245753236,0.5528860288307224,0.547428376703023
UCOBANK,0.5533074288405752,0.4634139848589256,0.4744406704983104,0.6078453604434945,0.91786308158433,0.8567070467024901,0.49941452620950855,0.46040447527247336,0.5473808853230566,0.6848448458529188,1.2564648849469118,1.1841720056632887,0.5122567403539887,0.5712247914718986,0.5417407659129436
SOUTHBANK,0.5097445857533673,0.4263832378592235,0.48288043214369963,0.5303922651371717,0.7560163027765475,0.44337480818378605,0.5173950553186616,0.4876565585671851,0.5712767078989258,0.6159157688527096,0.7780926028714372,0.9421875166207334,0.4858345431848461,0.5679443963187127,0.5268894697517794
DHANBANK,0.5990269501829835,0.4024516655292216,0.4931582179960565,0.548172831357824,0.9485988377500977,1.1795707086687126,0.6231574821369579,0.47437269224271444,0.539563604075881,0.6451257469428475,1.1581360929847841,1.2991136788068016,0.4915212915112198,0.5581940645693376,0.5248576780402787
ARMANFIN,0.41871161006772656,0.4597523591121498,0.413418243334221,0.8752417869477579,0.5624618234283675,1.2821529565550789,0.49471608795399913,0.5198169571674613,0.43687803371022643,0.5092863491334998,0.4097900428039203,0.44720284187243003,0.5612321295738678,0.47518831302865544,0.5182102213012616
HUDCO,2.1519050528733343,0.8418586322518348,0.36741089481335887,0.48354886635439354,0.9230827962455194,1.1954896974186418,2.4729780974068185,0.7926321504035928,0.389537359370443,0.5917275912176081,1.5631649843507596,0.4857589375432626,0.49714183376336446,0.5308133871312225,0.5139776104472935
IRFC,1.6151728757059323,0.7298737194511175,0.5110740586169111,0.33125435245609514,0.7887776747867278,1.0307760619694284,1.647109459438016,0.6857532851205324,0.5192793355618576,0.43360025191125706,0.8597743989248499,0.5647507519933176,0.5008880789355076,0.5268704003784124,0.51387923965696
TFCILTD,0.9610703771420056,0.5438805419457389,0.4639573607858028,0.5677527748382352,0.6665592880681075,0.3335973624091736,1.23949376332357,0.5575723979216339,0.447300092806867,0.5331598270594887,0.8681809726143719,0.5370457683174998,0.5110806212335197,0.4951124741056069,0.5030965476695632
CSBBANK,0.44612070580212754,0.4230176336928585,0.3674306348833602,0.7377500684111448,0.6813734440780232,0.8708538530686635,0.5224576316896382,0.5117323249410637,0.4777306267862918,0.5574457274820542,0.4921111392350886,0.40753065464023797,0.4896438647035952,0.5084454966259749,0.4990446806647851
PNB,0.7441710790069272,0.4173568599637354,0.4398896720775607,0.5051890811657029,0.7240931617423259,1.2868537818839405,0.5961177050197001,0.42023879919661933,0.513411918379762,0.6491955546940735,1.3079163480808842,2.094409654927247,0.4549729323812383,0.535512385437427,0.4952426589093326
BANKINDIA,0.507336918739916,0.39974689636115873,0.5191109075625523,0.37168421438848465,1.131396953331061,1.7625013766195825,0.49105033068307485,0.4284759033608183,0.5988996499418149,0.4974685591486442,0.8162159880991648,0.9313451144380059,0.45101009737005326,0.5343855733876643,0.4926978353788588
EQUITASBNK,0.41287896054752765,0.38512927353500087,0.38200666260842675,0.45923751372365956,0.3602092907098809,0.5624683882994459,0.5000205679417425,0.4787819572624008,0.4580619242801773,0.5038646514140058,0.49350420793285155,0.8900199415233481,0.4058004401283114,0.47594674901677053,0.44087359457254094
RBLBANK,0.42127212731185193,0.43378466204526234,0.3376304804492379,0.4237959027799885,0.47808530756807815,0.5866573535052931,0.3905073276531924,0.4262029390711699,0.417205323364646,0.6671698225750182,0.9127141405723148,1.2502385150544248,0.382710943467668,0.49399419626906244,0.43835256986836524
UJJIVANSFB,0.37313370169833204,0.38854916914767285,0.4250997452528066,0.29315619796723075,0.3624135955764595,0.13754611231279465,0.411831753041078,0.4569524392930992,0.5348754320385476,0.4620667187451603,0.58387596953093,0.7015410189922149,0.37820656584610707,0.49744821950144175,0.4378273926737744
SATIN,0.4331783979824299,0.3919491303713628,0.44784488811382034,0.23138871471707464,0.22270835158431265,0.33880403751175175,0.4869460853918393,0.4792050331413086,0.5154293494649327,0.4361894343002456,0.4544646341504558,0.8389210627487974,0.37172888454630515,0.48441251165080174,0.42807069809855347
SPANDANA,0.3874338131461144,0.3187234789741453,0.3271956322853271,0.47136244557110507,0.5090752106032018,0.8525511681154755,0.4294020997487782,0.40095348198541175,0.4383958162585685,0.5456284569835402,0.695910172568709,1.231489869043658,0.36875124560882416,0.4630771416214287,0.41591419361512644
